method,origin,horizon,actual,point,q0_01,q0_025,q0_05,q0_10,q0_15,q0_20,q0_25,q0_30,q0_35,q0_40,q0_45,q0_50,q0_55,q0_60,q0_65,q0_70,q0_75,q0_80,q0_85,q0_90,q0_95,q0_975,q0_99,cov_50,cov_80,cov_90,cov_95,wis,domain,series
empirical,93,1,99.0,99.0,24.351695913978475,26.787755913978486,31.59365591397848,39.73365591397849,56.01365591397848,75.3736559139785,86.37365591397848,89.01365591397848,98.80365591397849,105.7336559139785,115.41365591397849,120.11065591397849,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,1,1,1,,104.44700688494623,bass,bass_Electric power
conformal,93,1,99.0,99.0,23.741459913978474,25.023249462365584,29.526129032258055,37.55494623655913,53.2163440860215,71.88204301075268,86.37365591397848,87.97279569892473,97.742688172043,104.42784946236557,114.33967741935484,119.74611827956988,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,121.57365591397848,1,1,1,,105.06354448688168,bass,bass_Electric power
empirical,93,2,99.0,99.0,17.565486451612898,20.223006451612903,25.465806451612906,34.3458064516129,52.1058064516129,73.22580645161291,85.2258064516129,88.10580645161289,98.78580645161288,106.3458064516129,116.90580645161289,122.0298064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,1,1,1,,113.94218932903226,bass,bass_Electric power
conformal,93,2,99.0,99.0,16.8997744516129,18.29809032258065,23.210322580645155,31.969032258064516,49.0541935483871,69.41677419354838,85.2258064516129,86.97032258064516,97.62838709677419,104.92129032258063,115.73419354838711,121.63212903225806,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,123.6258064516129,1,1,1,,114.61477580387097,bass,bass_Electric power
empirical,93,4,99.0,99.0,3.993067526881717,7.093507526881723,13.210107526881728,23.570107526881714,44.29010752688171,68.93010752688173,82.93010752688171,86.29010752688171,98.7501075268817,107.57010752688173,119.8901075268817,125.86810752688172,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,1,1,1,,132.93255421720428,bass,bass_Electric power
conformal,93,4,99.0,99.0,3.21640352688172,4.84777204301075,10.578709677419354,20.79720430107527,40.72989247311828,64.48623655913978,82.93010752688171,84.96537634408601,97.39978494623655,105.90817204301074,118.52322580645162,125.4041505376344,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,127.73010752688171,1,1,1,,133.71723843784943,bass,bass_Electric power
empirical,50,1,88.0,89.0,43.44899999999999,44.571,44.571,46.660999999999994,49.355999999999995,54.031,67.121,82.081,86.536,89.231,91.9535,95.171,97.26100000000001,100.011,105.676,107.271,108.096,110.791,113.486,117.721,128.281,129.27100000000002,129.27100000000002,1,1,1,,75.208845,bass,bass_Home air conditioning
conformal,50,1,88.0,89.0,42.47879999999999,42.963899999999995,44.571,45.690799999999996,47.90839999999999,52.3062,62.26999999999999,79.8172,85.8353,88.58420000000001,91.871,95.171,97.9089,100.6578,106.17099999999999,107.271,108.9045,111.6534,114.4023,122.572,129.27100000000002,129.27100000000002,129.27100000000002,1,1,1,,79.39169950000002,bass,bass_Home air conditioning
empirical,50,2,87.0,89.0,39.308,40.532000000000004,40.532000000000004,42.812,45.752,50.852000000000004,65.132,81.452,86.312,89.252,92.222,95.732,98.012,101.012,107.19200000000001,108.932,109.832,112.772,115.71199999999999,120.33200000000001,131.85199999999998,132.932,132.932,1,1,1,,84.31874,bass,bass_Home air conditioning
conformal,50,2,87.0,89.0,38.2496,38.778800000000004,40.532000000000004,41.7536,44.1728,48.970400000000005,59.83999999999999,78.9824,85.5476,88.5464,92.132,95.732,98.7188,101.7176,107.732,108.932,110.714,113.7128,116.71159999999999,125.624,132.932,132.932,132.932,1,1,1,,88.881854,bass,bass_Home air conditioning
empirical,50,4,88.7,89.0,31.025999999999996,32.454,32.454,35.114,38.544000000000004,44.49400000000001,61.153999999999996,80.194,85.864,89.294,92.759,96.854,99.51400000000001,103.014,110.224,112.25399999999999,113.304,116.73400000000001,120.16399999999999,125.554,138.99399999999997,140.254,140.254,1,1,1,,93.28852999999998,bass,bass_Home air conditioning
conformal,50,4,88.7,89.0,29.791200000000003,30.408600000000007,32.454,33.879200000000004,36.7016,42.29880000000001,54.97999999999999,77.3128,84.9722,88.47080000000001,92.654,96.854,100.3386,103.8372,110.854,112.25399999999999,114.333,117.8316,121.33019999999999,131.728,140.254,140.254,140.254,1,1,1,,98.84136299999999,bass,bass_Home air conditioning
empirical,74,1,99.3,99.0,21.5701081081081,25.4806081081081,32.21810810810811,50.80810810810811,62.193108108108106,72.91810810810811,92.05810810810812,103.93810810810811,112.46310810810812,115.0261081081081,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,1,1,1,,101.27260398648653,bass,bass_Household refrigerator
conformal,74,1,99.3,99.0,18.679308108108103,22.156081081081084,28.41047297297297,45.925000000000004,59.42601351351352,68.75,88.26385135135135,102.41891891891892,111.65743243243244,114.76567567567568,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,116.25810810810812,1,1,1,,102.5171866486487,bass,bass_Household refrigerator
empirical,74,2,99.2,99.0,14.531027027027037,18.797027027027028,26.147027027027036,46.42702702702703,58.847027027027025,70.54702702702704,91.42702702702704,104.38702702702703,113.68702702702703,116.48302702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,1,1,1,,111.0519316216216,bass,bass_Household refrigerator
conformal,74,2,99.2,99.0,11.37742702702704,15.17027027027028,21.993243243243256,41.10000000000001,55.82837837837838,66.0,87.28783783783783,102.72972972972973,112.80810810810812,116.19891891891892,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,117.82702702702703,1,1,1,,112.40965816216216,bass,bass_Household refrigerator
empirical,74,4,98.8,99.0,0.4528648648648783,5.429864864864868,14.00486486486487,37.664864864864875,52.15486486486486,65.80486486486488,90.16486486486487,105.28486486486487,116.13486486486487,119.39686486486487,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,1,1,1,,131.5105868918919,bass,bass_Household refrigerator
conformal,74,4,98.8,99.0,-3.226335135135116,1.1986486486486712,9.158783783783804,31.450000000000017,48.63310810810812,60.500000000000014,85.3358108108108,103.35135135135135,115.10945945945947,119.06540540540541,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,120.96486486486486,1,1,1,,133.09460118918923,bass,bass_Household refrigerator
empirical,75,1,99.2,99.0,21.383999999999986,25.333,32.208,51.128,62.348000000000006,74.00800000000001,92.928,104.58800000000001,112.61800000000001,114.97200000000001,116.028,116.028,116.028,116.028,116.028,116.028,116.028,116.028,116.028,116.028,116.028,116.028,116.028,1,1,1,,100.99371500000002,bass,bass_Household refrigerator
conformal,75,1,99.2,99.0,18.45360000000001,22.035200000000003,28.344799999999992,46.244,59.6904,68.79840000000002,89.40799999999999,102.84853333333334,111.91253333333334,114.71152000000001,116.028,116.028,116.028,116.028,116.028,116.028,116.028,116.028,116.028,116.028,116.028,116.028,116.028,1,1,1,,102.27511600000003,bass,bass_Household refrigerator
empirical,75,2,99.0,99.0,14.328000000000003,18.63600000000001,26.13600000000001,46.776,59.01600000000001,71.73600000000002,92.376,105.096,113.856,116.424,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,1,1,1,,111.15678000000003,bass,bass_Household refrigerator
conformal,75,2,99.0,99.0,11.131200000000021,15.03840000000001,21.921599999999998,41.44800000000001,56.116800000000005,66.05280000000002,88.53599999999999,103.1984,113.0864,116.13984,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,117.57600000000001,1,1,1,,112.55467200000004,bass,bass_Household refrigerator
empirical,75,4,98.6,99.0,0.21600000000000819,5.242000000000004,13.992000000000004,38.07200000000001,52.35200000000001,67.19200000000001,91.272,106.112,116.332,119.328,120.672,120.672,120.672,120.672,120.672,120.672,120.672,120.672,120.672,120.672,120.672,120.672,120.672,1,1,1,,131.48291,bass,bass_Household refrigerator
conformal,75,4,98.6,99.0,-3.5135999999999825,1.0448000000000235,9.07520000000001,31.85600000000001,48.96960000000001,60.56160000000003,86.79199999999999,103.89813333333333,115.43413333333334,118.99648,120.672,120.672,120.672,120.672,120.672,120.672,120.672,120.672,120.672,120.672,120.672,120.672,120.672,1,1,1,,133.113784,bass,bass_Household refrigerator
empirical,76,1,99.0,99.3,21.49960526315789,25.487105263157886,32.49960526315789,51.74960526315789,62.74960526315789,75.3996052631579,94.0996052631579,105.6496052631579,113.07460526315789,115.2196052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.1821052631579,1,1,1,,102.60861118421056,bass,bass_Household refrigerator
conformal,76,1,99.0,99.3,18.52960526315789,22.216052631578947,28.580855263157886,46.86473684210526,60.25651315789473,70.18907894736842,90.84302631578947,103.57986842105262,112.36901315789473,114.95907894736843,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.0996052631579,116.12837171052631,116.40485526315788,1,1,1,,103.57390587171054,bass,bass_Household refrigerator
empirical,76,2,98.8,99.3,14.426842105263162,18.776842105263157,26.426842105263162,47.426842105263155,59.426842105263155,73.22684210526316,93.62684210526315,106.22684210526316,114.32684210526315,116.66684210526316,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.71684210526315,1,1,1,,112.7139394736842,bass,bass_Household refrigerator
conformal,76,2,98.8,99.3,11.186842105263153,15.208421052631579,22.151842105263157,42.0978947368421,56.70710526315789,67.54263157894738,90.07421052631578,103.96894736842104,113.5571052631579,116.38263157894737,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.62684210526315,117.65822368421053,117.95984210526315,1,1,1,,113.7669882236842,bass,bass_Household refrigerator
empirical,76,4,98.4,99.3,0.2813157894736946,5.356315789473683,14.281315789473695,38.78131578947369,52.78131578947369,68.88131578947369,92.68131578947369,107.38131578947369,116.83131578947368,119.56131578947368,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.78631578947368,1,1,1,,132.92459605263156,bass,bass_Household refrigerator
conformal,76,4,98.4,99.3,-3.4986842105263207,1.1931578947368422,9.293815789473683,32.56421052631579,49.60828947368421,62.24973684210527,88.53657894736841,104.74710526315789,115.9332894736842,119.22973684210527,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.68131578947369,120.71792763157895,121.06981578947368,1,1,1,,134.15315292763154,bass,bass_Household refrigerator
empirical,77,1,98.8,99.2,21.222571428571428,25.248571428571424,32.39857142857143,51.97857142857143,62.75857142857142,76.17857142857143,94.87857142857143,106.31857142857143,113.13857142857142,115.07457142857143,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.80057142857143,116.02497142857143,1,1,1,,102.50199542857149,bass,bass_Household refrigerator
conformal,77,1,98.8,99.2,18.21297142857142,22.004285714285714,28.424285714285702,47.09285714285715,60.42999999999999,71.18714285714286,91.62142857142857,104.03857142857143,112.43285714285713,114.81400000000001,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,115.77857142857144,116.00542857142858,116.10021142857143,1,1,1,,103.25715811428577,bass,bass_Household refrigerator
empirical,77,2,98.6,99.2,14.13371428571429,18.525714285714287,26.325714285714298,47.68571428571429,59.44571428571428,74.08571428571429,94.48571428571428,106.96571428571428,114.40571428571428,116.51771428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.30971428571428,117.55451428571429,1,1,1,,112.55672228571426,bass,bass_Household refrigerator
conformal,77,2,98.6,99.2,10.850514285714297,14.986493506493517,21.990129870129863,42.35584415584417,56.905454545454546,68.64051948051949,90.93246753246753,104.47844155844156,113.63584415584415,116.23345454545455,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.28571428571428,117.53319480519481,117.63659428571428,1,1,1,,113.38053612467533,bass,bass_Household refrigerator
empirical,77,4,98.2,99.2,-0.04399999999998272,5.0800000000000125,14.180000000000007,39.1,52.82,69.9,93.7,108.26,116.94,119.404,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.328,120.61359999999999,1,1,1,,132.66617599999998,bass,bass_Household refrigerator
conformal,77,4,98.2,99.2,-3.8743999999999943,0.9509090909091071,9.121818181818185,32.88181818181819,49.85636363636364,63.547272727272734,89.55454545454545,105.35818181818182,116.04181818181817,119.07236363636363,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.58872727272727,120.70936,1,1,1,,133.62729214545453,bass,bass_Household refrigerator
empirical,78,1,98.6,99.0,20.85402564102563,24.91852564102564,32.20602564102563,52.11602564102563,62.676025641025625,76.86602564102563,95.29102564102564,106.78602564102563,113.11102564102563,114.83802564102564,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.38252564102564,115.61132564102564,1,1,1,,101.97298838461536,bass,bass_Household refrigerator
conformal,78,1,98.6,99.0,17.804825641025644,21.701025641025623,28.176217948717934,47.22948717948718,60.51198717948717,72.09371794871795,92.30833333333334,104.61564102564101,112.4051923076923,114.57741025641026,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.36602564102563,115.59015064102564,115.68755564102564,1,1,1,,102.67032529679486,bass,bass_Household refrigerator
empirical,78,2,98.4,99.0,13.74984615384615,18.18384615384616,26.13384615384615,47.85384615384615,59.373846153846145,74.85384615384615,94.95384615384614,107.49384615384615,114.39384615384614,116.27784615384614,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.87184615384615,117.12144615384615,1,1,1,,111.97962369230764,bass,bass_Household refrigerator
conformal,78,2,98.4,99.0,10.423446153846157,14.673846153846142,21.7376923076923,42.52307692307693,57.01307692307692,69.64769230769231,91.7,105.12615384615383,113.62384615384615,115.99353846153846,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,116.85384615384615,117.09834615384615,117.20460615384614,1,1,1,,112.74035486923071,bass,bass_Household refrigerator
empirical,78,4,98.0,99.0,-0.4585128205128228,4.714487179487193,13.98948717948717,39.32948717948718,52.76948717948717,70.82948717948717,94.27948717948718,108.90948717948717,116.95948717948717,119.15748717948716,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.85048717948717,120.14168717948718,1,1,1,,131.99289430769227,bass,bass_Household refrigerator
conformal,78,4,98.0,99.0,-4.339312820512816,0.6194871794871659,8.860641025641016,33.11025641025641,50.01525641025641,64.75564102564104,90.48333333333335,106.14717948717946,116.06115384615384,118.82579487179487,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,119.82948717948717,120.11473717948718,120.23870717948716,1,1,1,,132.8804140141025,bass,bass_Household refrigerator
empirical,104,1,70.5,83.0,26.976576923076927,31.64057692307692,37.14057692307692,44.84057692307692,48.910576923076924,51.11057692307692,52.21057692307693,55.400576923076926,57.24307692307692,63.43057692307693,80.48057692307692,91.62907692307692,99.86807692307693,104.79057692307693,109.93307692307692,112.71057692307693,114.91057692307693,115.29557692307694,116.01057692307693,117.11057692307693,117.11057692307693,117.11057692307693,117.64407692307694,1,1,1,,134.2939153846154,bass,bass_Landline
conformal,104,1,70.5,83.0,24.937176923076926,28.25120192307692,35.50564903846154,43.86009615384615,48.47956730769231,50.89903846153847,52.21057692307693,54.637980769230765,56.83401442307692,62.77692307692307,79.28221153846154,90.71940865384616,100.16766826923077,105.87788461538462,110.28713942307692,112.71057692307693,114.91057692307693,115.46057692307693,116.01057692307693,117.11057692307693,117.11057692307693,117.32542067307693,118.15392692307694,1,1,1,,134.94240518028846,bass,bass_Landline
empirical,104,2,75.0,83.0,21.88353846153847,26.971538461538465,32.971538461538465,41.371538461538464,45.81153846153847,48.21153846153847,49.41153846153846,52.89153846153846,54.901538461538465,61.651538461538465,80.25153846153847,92.41353846153847,101.40153846153846,106.77153846153846,112.38153846153847,115.41153846153847,117.81153846153846,118.23153846153846,119.01153846153846,120.21153846153845,120.21153846153845,120.21153846153845,120.79353846153846,1,1,1,,138.0479076923077,bass,bass_Landline
conformal,104,2,75.0,83.0,19.65873846153847,23.274038461538467,31.187980769230776,40.30192307692308,45.34134615384616,47.98076923076924,49.41153846153846,52.05961538461539,54.455288461538466,60.93846153846154,78.94423076923077,91.42117307692308,101.72836538461539,107.9576923076923,112.76778846153846,115.41153846153847,117.81153846153846,118.41153846153847,119.01153846153846,120.21153846153845,120.21153846153845,120.44591346153845,121.34973846153846,1,1,1,,138.75535110576922,bass,bass_Landline
empirical,104,4,57.3,83.0,11.697461538461553,17.633461538461546,24.63346153846154,34.43346153846154,39.61346153846154,42.41346153846155,43.813461538461546,47.87346153846154,50.21846153846154,58.09346153846155,79.79346153846154,93.98246153846154,104.46846153846154,110.73346153846154,117.27846153846154,120.81346153846154,123.61346153846154,124.10346153846154,125.01346153846154,126.41346153846155,126.41346153846155,126.41346153846155,127.09246153846154,1,1,1,,186.39935384615387,bass,bass_Landline
conformal,104,4,57.3,83.0,9.101861538461549,13.319711538461547,22.552644230769246,33.18557692307693,39.064903846153854,42.14423076923078,43.813461538461546,46.90288461538462,49.697836538461544,57.261538461538464,78.26826923076923,92.82470192307693,104.84975961538461,112.11730769230769,117.72908653846153,120.81346153846154,123.61346153846154,124.31346153846154,125.01346153846154,126.41346153846155,126.41346153846155,126.68689903846155,127.74136153846155,1,1,1,,186.43124295673076,bass,bass_Landline
empirical,105,1,75.0,75.0,20.555076923076918,25.771826923076915,30.57057692307692,37.25307692307692,40.223076923076924,42.42307692307692,43.52307692307692,46.823076923076925,50.12307692307692,56.50307692307693,73.80057692307693,84.77307692307693,91.18057692307693,96.10307692307693,101.24557692307692,104.02307692307693,106.22307692307693,106.60807692307694,107.32307692307693,108.42307692307693,108.42307692307693,108.42307692307693,108.95657692307694,1,1,1,,116.13733471153849,bass,bass_Landline
conformal,105,1,75.0,75.0,18.44967692307692,23.10432692307692,28.58317307692308,36.27259615384615,40.223076923076924,42.42307692307692,43.52307692307692,46.823076923076925,49.143389423076925,55.18942307692308,72.79471153846154,83.86885576923078,91.48016826923077,97.19038461538462,101.59963942307692,104.02307692307693,106.22307692307693,106.77307692307693,107.32307692307693,108.42307692307693,108.42307692307693,108.63792067307693,109.46642692307694,1,1,1,,118.02850614182694,bass,bass_Landline
empirical,105,2,58.7,75.0,15.605538461538465,21.29653846153846,26.531538461538467,33.82153846153846,37.06153846153847,39.46153846153847,40.66153846153846,44.261538461538464,47.861538461538466,54.82153846153848,73.69153846153847,85.66153846153847,92.65153846153846,98.02153846153846,103.63153846153847,106.66153846153847,109.06153846153846,109.48153846153846,110.26153846153846,111.46153846153845,111.46153846153845,111.46153846153845,112.04353846153846,1,1,1,,149.83681269230766,bass,bass_Landline
conformal,105,2,58.7,75.0,13.308738461538468,18.386538461538464,24.363461538461543,32.751923076923084,37.06153846153847,39.46153846153847,40.66153846153846,44.261538461538464,46.792788461538464,53.38846153846154,72.59423076923076,84.6751153846154,92.97836538461539,99.2076923076923,104.01778846153846,106.66153846153847,109.06153846153846,109.66153846153847,110.26153846153846,111.46153846153845,111.46153846153845,111.69591346153845,112.59973846153846,1,1,1,,150.8026011057692,bass,bass_Landline
empirical,105,4,54.7,75.0,5.706461538461539,12.345961538461545,18.453461538461546,26.958461538461542,30.738461538461543,33.53846153846155,34.938461538461546,39.13846153846154,43.338461538461544,51.45846153846156,73.47346153846155,87.43846153846154,95.59346153846154,101.85846153846154,108.40346153846154,111.93846153846154,114.73846153846154,115.22846153846154,116.13846153846154,117.53846153846155,117.53846153846155,117.53846153846155,118.21746153846154,1,1,1,,176.7346148076923,bass,bass_Landline
conformal,105,4,54.7,75.0,3.026861538461546,8.950961538461542,15.924038461538473,25.71057692307693,30.738461538461543,33.53846153846155,34.938461538461546,39.13846153846154,42.09158653846154,49.786538461538456,72.19326923076923,86.28763461538462,95.97475961538461,103.24230769230769,108.85408653846153,111.93846153846154,114.73846153846154,115.43846153846154,116.13846153846154,117.53846153846155,117.53846153846155,117.81189903846155,118.86636153846155,1,1,1,,177.86136795673076,bass,bass_Landline
empirical,106,1,58.7,70.5,19.75382692307692,22.303076923076915,27.10182692307692,33.23432692307692,35.59932692307692,37.63432692307693,40.05432692307693,42.69432692307692,45.03182692307692,55.78432692307694,70.33182692307693,79.65432692307692,86.06182692307694,90.98432692307692,96.12682692307693,98.90432692307692,101.10432692307693,101.48932692307693,102.20432692307693,103.30432692307693,103.30432692307693,103.30432692307693,103.83782692307693,1,1,1,,129.7209866346154,bass,bass_Landline
conformal,106,1,58.7,70.5,15.757526923076917,20.70979567307692,25.549399038461544,32.253846153846155,35.104326923076925,37.30432692307692,38.420192307692304,41.93173076923077,45.004326923076924,53.16971153846152,69.43305288461538,78.75010576923077,86.36141826923077,92.07163461538461,96.48088942307693,98.90432692307692,101.10432692307693,101.65432692307692,102.20432692307693,103.30432692307693,103.30432692307693,103.51917067307693,104.34767692307693,1,1,1,,131.60017914423076,bass,bass_Landline
empirical,106,2,57.3,70.5,15.140538461538469,17.92153846153846,23.156538461538467,29.846538461538465,32.42653846153846,34.64653846153847,37.28653846153846,40.166538461538465,42.71653846153846,54.44653846153848,70.31653846153847,80.48653846153846,87.47653846153847,92.84653846153846,98.45653846153846,101.48653846153846,103.88653846153846,104.30653846153847,105.08653846153845,106.28653846153847,106.28653846153847,106.28653846153847,106.86853846153846,1,1,1,,142.0047126923077,bass,bass_Landline
conformal,106,2,57.3,70.5,10.780938461538469,16.183413461538464,21.462980769230775,28.776923076923083,31.886538461538464,34.28653846153846,35.503846153846155,39.33461538461539,42.68653846153846,51.59423076923075,69.33605769230769,79.50011538461538,87.80336538461539,94.0326923076923,98.84278846153846,101.48653846153846,103.88653846153846,104.48653846153846,105.08653846153845,106.28653846153847,106.28653846153847,106.52091346153847,107.42473846153847,1,1,1,,144.0547408846154,bass,bass_Landline
empirical,106,4,50.7,70.5,5.91396153846155,9.158461538461545,15.265961538461546,23.07096153846154,26.080961538461544,28.670961538461547,31.750961538461546,35.110961538461545,38.08596153846154,51.77096153846156,70.28596153846155,82.15096153846154,90.30596153846155,96.57096153846153,103.11596153846153,106.65096153846153,109.45096153846154,109.94096153846155,110.85096153846155,112.25096153846154,112.25096153846154,112.25096153846154,112.92996153846154,1,1,1,,173.34312634615384,bass,bass_Landline
conformal,106,4,50.7,70.5,0.8277615384615444,7.130649038461549,13.290144230769243,21.823076923076933,25.45096153846154,28.250961538461546,29.67115384615385,34.14038461538462,38.05096153846154,48.44326923076921,69.1420673076923,81.00013461538462,90.68725961538462,97.95480769230768,103.56658653846154,106.65096153846153,109.45096153846154,110.15096153846153,110.85096153846155,112.25096153846154,112.25096153846154,112.52439903846154,113.57886153846155,1,1,1,,174.6638643653846,bass,bass_Landline
empirical,107,1,57.3,75.0,25.258634615384608,28.124134615384605,32.524134615384604,37.85913461538461,40.05913461538461,42.03913461538461,44.45913461538461,46.65913461538461,49.546634615384605,64.03913461538463,76.22163461538462,85.34063461538462,89.91663461538462,94.83913461538461,99.98163461538462,102.75913461538461,104.95913461538461,105.34413461538462,106.05913461538461,107.15913461538462,107.15913461538462,107.15913461538462,107.6926346153846,1,1,1,,143.7940515384616,bass,bass_Landline
conformal,107,1,57.3,75.0,23.729084615384608,26.214603365384605,31.05420673076923,37.20865384615384,39.628125,41.60336538461538,44.45913461538461,46.65913461538461,49.08257211538461,61.42451923076921,74.93786057692307,84.43096634615384,90.21622596153846,95.9264423076923,100.33569711538462,102.75913461538461,104.95913461538461,105.50913461538461,106.05913461538461,107.15913461538462,107.15913461538462,107.37397836538462,108.20248461538462,1,1,1,,142.31730851923075,bass,bass_Landline
empirical,107,2,54.7,75.0,20.73669230769231,23.862692307692306,28.662692307692303,34.482692307692304,36.8826923076923,39.042692307692306,41.68269230769231,44.082692307692305,47.2326923076923,63.04269230769232,76.33269230769231,86.2806923076923,91.27269230769231,96.6426923076923,102.2526923076923,105.2826923076923,107.68269230769229,108.10269230769231,108.88269230769231,110.0826923076923,110.0826923076923,110.0826923076923,110.66469230769229,1,1,1,,159.3435107692308,bass,bass_Landline
conformal,107,2,54.7,75.0,19.068092307692304,21.779567307692304,27.059134615384615,33.77307692307692,36.4125,38.567307692307686,41.68269230769231,44.082692307692305,46.72644230769231,60.19038461538459,74.93221153846153,85.28832692307692,91.59951923076923,97.82884615384614,102.6389423076923,105.2826923076923,107.68269230769229,108.2826923076923,108.88269230769231,110.0826923076923,110.0826923076923,110.3170673076923,111.22089230769231,1,1,1,,157.73251838461536,bass,bass_Landline
